18	17	16	16	14	13	14	16	32	20	18	16	18	26	31	35	52	39	19	12	17	29	27	34	61	40	12	8	9	14	19	37	36	24	18	18	19	15	14	19	113	27	7	6	13	36	51	80	46	24	9	14	71	98	59	38	87	61	16	9	14	14	14	39	40	19	12	15	19	20	19	22	122	67	14	13	15	10	11	38	45	28	18	47	103	62	14	14	73	52	17	12	24	21	15	34	25	21	12	11	15	16	13	14	73	56	18	11	11	8	10	25	37	32	19	28	47	29	13	16	41	27	13	13	22	19	16	27
21	30	31	20	14	14	20	18	25	35	36	18	14	22	31	26	28	23	16	12	24	39	42	35	11	8	8	18	52	49	29	16	18	45	60	35	17	12	10	10	33	76	103	45	11	9	10	11	113	90	45	15	20	16	12	28	20	9	12	47	94	53	16	10	18	16	17	16	22	29	34	27	46	17	20	15	15	34	58	63	118	35	14	20	21	9	20	78	21	11	16	64	95	32	9	8	18	12	9	9	13	22	28	24	32	17	14	11	10	17	32	47	45	27	22	24	22	13	16	35	12	12	15	35	51	24	15	12
4	4	5	6	6	4	5	5	20	15	13	12	11	10	16	22	56	20	9	8	8	14	50	82	27	12	10	15	16	32	62	60	6	5	4	7	7	5	5	7	48	39	30	32	27	20	15	19	130	88	22	13	8	9	26	78	40	21	31	58	50	39	39	37	7	6	4	5	7	8	8	8	32	10	6	10	20	43	78	68	121	39	20	21	15	20	62	109	31	23	45	74	60	32	21	20	8	8	4	2	5	8	8	9	30	23	12	6	7	15	28	36	28	27	31	33	27	24	31	38	14	17	34	51	41	28	23	20
10	11	14	22	40	48	27	12	37	41	24	22	34	36	15	13	72	56	16	8	8	9	9	21	20	15	10	11	15	18	13	12	14	16	16	21	50	65	38	20	37	25	16	38	102	79	20	10	124	63	12	9	12	8	8	32	37	15	8	13	20	22	17	18	15	39	75	61	33	17	9	9	34	19	39	67	96	53	17	20	123	38	8	7	13	13	15	62	38	21	17	21	20	15	10	13	10	25	61	52	22	13	11	9	43	42	48	38	15	11	13	23	80	54	19	9	7	6	10	31	26	25	18	17	15	10	8	11
14	28	53	38	13	7	10	12	7	19	69	86	35	10	7	7	9	12	49	81	45	18	22	17	16	18	30	30	18	22	41	29	10	27	59	52	24	14	10	8	20	26	76	95	42	16	7	5	112	40	33	33	12	16	40	67	27	10	8	12	20	55	84	53	11	14	24	30	32	31	23	15	30	12	17	35	44	54	45	27	118	64	19	8	7	15	26	53	37	44	42	33	23	23	19	17	12	12	14	15	24	30	22	14	19	16	15	16	23	33	33	25	42	38	20	13	13	17	26	32	24	34	32	22	14	14	14	16
63	101	39	10	6	3	3	11	87	108	20	4	3	4	5	12	25	24	14	13	12	10	8	10	7	7	8	10	12	11	6	6	78	84	33	14	14	10	10	21	138	112	12	2	3	3	3	28	66	22	13	19	23	18	11	16	10	11	11	11	11	9	7	8	62	16	5	7	11	20	61	99	137	26	3	2	2	3	25	123	63	16	11	17	22	17	12	22	9	7	7	11	13	11	10	10	33	8	3	2	3	13	64	98	49	10	5	5	4	6	35	97	19	9	8	11	11	10	13	21	6	5	7	10	12	7	7	7
32	17	10	17	26	11	5	10	108	37	6	8	18	9	5	29	48	12	5	32	85	26	6	15	86	23	5	11	19	7	6	35	41	16	9	20	36	17	7	12	132	32	4	7	23	10	3	37	67	11	4	35	115	37	6	19	114	27	4	8	19	7	6	47	39	12	7	17	33	19	9	15	129	40	7	12	20	6	4	29	64	18	9	44	103	27	6	16	110	31	5	7	16	6	5	41	29	10	6	10	20	14	9	16	88	27	7	9	15	8	8	30	44	16	8	21	54	22	10	19	74	25	6	7	12	7	5	28
36	27	24	25	16	8	8	22	17	20	36	75	54	14	7	9	51	37	37	44	25	11	11	28	26	21	21	29	36	21	14	18	46	36	22	25	27	11	10	24	32	19	22	94	104	21	4	8	122	46	16	31	29	12	10	44	32	14	13	43	80	39	14	17	40	32	18	21	30	16	12	23	35	12	11	48	103	53	12	17	124	45	10	16	30	18	9	44	31	16	13	48	89	35	9	10	22	21	15	18	23	17	12	15	19	17	16	34	54	31	13	13	71	48	18	16	18	14	12	27	23	20	16	30	45	23	10	12
24	10	6	12	14	8	6	11	95	23	4	5	6	4	4	25	118	21	1	3	24	9	4	30	14	3	2	22	114	34	3	5	31	10	5	10	17	10	7	15	111	24	5	7	9	6	5	26	135	27	2	5	30	9	2	22	20	3	2	27	137	40	2	4	29	12	6	9	19	11	6	12	107	24	5	6	9	6	6	23	135	24	2	5	27	6	2	28	22	4	2	28	134	36	2	4	20	9	5	8	16	10	6	9	85	23	4	4	5	4	5	21	114	31	4	6	18	3	2	20	17	7	4	24	106	26	2	3
17	11	12	17	15	12	12	18	75	21	8	6	6	6	13	48	111	18	1	0	1	2	13	81	33	6	2	3	5	8	13	34	25	18	15	16	15	12	15	23	106	55	17	12	11	9	11	29	144	78	4	1	1	1	4	43	48	13	5	6	8	9	10	19	29	19	14	13	14	13	15	23	105	20	9	9	11	10	17	75	144	24	2	1	1	1	6	103	51	12	6	7	8	6	7	21	25	11	7	8	11	14	20	31	101	11	3	3	3	5	18	109	120	9	2	2	1	2	8	111	22	5	4	8	8	6	7	19
8	6	17	77	60	11	6	9	21	14	24	68	43	9	6	14	44	23	17	18	13	9	13	33	61	21	8	7	5	5	12	46	10	8	25	105	74	8	3	5	75	22	17	47	27	7	12	32	69	19	8	14	18	18	26	48	93	20	6	6	5	4	13	79	17	9	14	69	65	17	7	9	89	38	13	18	14	7	8	25	91	32	15	17	14	7	11	55	102	18	4	4	5	3	11	90	17	8	7	22	35	21	16	16	49	15	8	9	10	12	19	46	87	18	6	6	5	4	11	75	84	14	5	7	6	2	8	68
25	33	24	11	5	3	4	9	54	63	33	9	4	3	5	18	50	61	42	17	10	7	9	23	47	41	24	12	9	11	15	33	34	25	14	8	8	7	8	14	92	53	20	6	4	5	10	40	99	47	17	8	8	13	25	65	83	26	8	4	5	10	32	90	29	15	7	8	10	10	13	20	98	49	14	8	5	5	10	38	117	69	21	10	5	4	8	49	110	55	11	6	5	5	14	64	18	11	6	7	9	12	14	17	53	30	12	10	8	9	12	26	94	69	17	7	5	4	6	30	90	77	20	8	3	2	4	25
6	15	88	89	10	2	5	6	6	18	111	111	14	4	4	4	8	23	91	84	18	9	10	8	17	27	54	34	11	8	11	13	12	16	84	104	35	8	2	3	92	36	69	59	11	10	21	41	26	13	22	25	31	49	52	34	25	22	19	15	15	22	31	29	23	10	18	42	43	30	19	16	110	50	18	10	9	10	12	34	35	32	32	33	30	25	17	14	22	20	21	19	18	22	22	19	14	9	11	15	23	24	19	19	40	29	17	13	12	16	18	26	29	31	26	18	15	14	13	18	18	19	17	14	14	14	14	16
17	10	9	14	15	11	12	18	12	8	10	40	54	24	10	10	78	24	10	20	18	7	7	34	43	12	4	4	6	6	9	27	20	17	20	39	25	8	9	17	27	14	24	118	92	10	3	5	139	45	14	28	14	2	3	38	63	16	6	7	9	7	7	25	11	15	34	83	42	6	4	8	61	14	24	119	83	7	3	12	140	44	6	10	7	2	2	43	60	25	12	11	10	6	5	15	5	7	21	63	49	16	6	4	59	21	16	49	37	14	11	23	126	52	8	4	3	2	5	38	43	25	14	12	7	4	4	14
19	12	10	15	17	11	8	11	125	24	6	6	5	3	5	74	115	16	2	2	3	2	8	76	17	7	4	6	10	9	10	17	36	13	11	17	20	14	10	16	146	23	2	3	3	2	5	107	121	17	5	5	7	5	10	76	19	11	7	9	13	9	9	14	37	16	9	14	20	17	11	13	145	101	5	2	3	2	3	26	120	74	12	7	7	5	5	18	20	14	9	12	13	7	7	11	23	9	6	9	17	17	12	16	129	49	3	2	4	5	9	42	111	51	7	4	3	2	4	26	17	13	11	13	10	5	5	8
10	15	53	74	30	8	6	9	16	27	65	79	33	7	4	7	93	75	38	20	7	3	3	24	91	57	10	3	4	5	8	28	10	18	51	77	35	11	7	7	42	28	47	64	34	12	9	15	123	64	18	11	4	3	5	40	107	70	18	6	4	3	4	27	17	16	25	38	26	17	13	15	50	18	17	28	27	21	22	31	113	53	16	7	4	5	9	40	72	72	30	8	5	3	3	14	14	11	12	15	18	17	14	15	28	17	15	14	14	13	16	25	50	41	19	9	6	7	11	21	44	47	24	9	5	3	5	14
11	39	74	48	14	8	10	7	30	72	81	34	9	7	9	10	64	59	28	10	6	8	13	31	24	15	8	6	8	11	17	24	13	22	40	37	25	38	57	26	61	72	52	24	15	40	47	23	130	85	14	4	3	5	10	47	46	12	6	9	11	12	16	24	13	11	7	5	11	55	99	46	27	7	6	7	18	92	113	50	124	26	6	3	3	16	45	85	35	16	12	11	9	7	6	13	14	19	18	13	8	18	24	17	12	14	20	20	16	24	26	16	26	20	12	9	7	9	14	20	14	15	10	9	6	4	4	7
13	8	10	19	22	18	17	17	28	20	16	21	21	15	19	27	52	25	10	8	9	13	23	44	16	6	6	8	12	18	23	26	14	7	12	44	39	21	18	20	36	40	44	89	53	11	8	12	124	92	26	15	6	4	7	28	32	15	9	16	20	19	16	17	8	6	20	92	65	13	7	10	72	13	21	96	62	8	8	47	129	31	6	8	6	3	7	91	36	15	13	23	22	12	9	17	7	5	15	66	63	20	9	11	86	10	6	27	24	11	22	87	103	14	5	8	7	4	13	89	17	9	10	22	22	10	10	17
24	20	15	31	56	35	12	12	90	54	15	13	23	17	11	31	22	10	7	28	90	60	15	13	15	12	9	21	64	48	14	11	26	13	12	40	92	55	12	11	124	44	9	11	27	20	10	51	39	7	5	28	101	71	16	18	14	8	5	18	71	63	25	17	19	9	9	23	74	65	23	14	117	50	15	11	22	26	19	40	34	27	22	38	72	41	11	10	11	7	6	18	47	48	28	17	15	13	10	13	28	34	22	13	30	20	13	11	19	28	28	26	21	20	17	17	22	21	16	16	9	9	11	18	28	24	15	10
17	11	11	17	13	13	15	20	24	17	16	22	18	17	18	22	58	28	14	11	7	9	17	41	31	13	7	9	12	17	23	31	25	15	14	22	20	15	16	24	33	20	25	53	53	27	13	14	123	52	19	15	7	5	8	42	42	18	31	46	23	16	16	24	27	24	18	23	22	15	12	19	34	15	17	40	58	48	25	23	112	53	68	57	12	9	12	38	18	27	105	109	19	3	1	4	17	24	23	26	20	11	9	13	14	24	46	65	36	14	10	9	13	28	87	97	30	8	6	8	16	21	73	79	14	6	10	16
13	14	18	24	21	15	11	10	92	57	14	10	8	7	7	20	106	49	6	6	21	20	9	28	12	8	8	20	64	44	10	8	13	10	10	14	19	26	36	24	90	41	9	9	13	24	37	32	128	71	4	4	18	15	9	32	23	8	5	21	82	60	15	8	15	5	4	5	9	30	75	55	27	4	2	3	7	39	112	85	113	20	5	6	13	13	51	98	22	10	9	22	65	44	15	13	20	12	12	7	5	16	47	43	17	13	14	12	9	20	56	47	31	20	14	16	17	17	29	34	14	12	11	22	38	21	12	11
22	14	11	15	17	13	14	22	11	9	13	45	59	27	13	14	22	12	18	40	42	20	24	39	28	15	11	9	9	17	46	54	27	21	18	28	24	11	14	23	24	12	23	101	93	16	6	8	120	25	14	31	21	9	31	93	37	10	7	8	17	34	68	76	17	20	27	42	37	13	9	13	34	12	17	79	92	27	9	10	124	91	19	10	12	7	7	34	47	61	45	26	19	15	13	17	9	12	16	28	34	18	11	9	15	13	13	33	50	31	21	16	59	69	23	10	12	13	17	27	35	61	45	18	7	5	7	14
19	27	23	21	17	12	9	9	102	85	19	8	6	4	4	16	118	75	4	1	2	2	3	21	22	9	3	3	7	7	4	8	23	20	15	20	22	20	22	21	108	71	16	10	10	14	20	31	139	103	4	1	1	1	2	28	40	14	4	6	8	5	3	7	22	11	8	9	14	24	51	53	58	9	4	4	6	17	78	120	132	18	2	2	1	2	25	117	29	10	7	6	6	3	3	11	24	7	4	3	5	16	56	67	32	6	4	3	2	7	55	97	32	7	5	8	5	4	16	56	9	7	5	7	4	3	4	7
19	18	19	22	24	15	13	17	63	34	22	20	20	16	17	37	139	40	9	7	8	6	15	95	110	22	4	4	7	7	15	76	23	17	15	19	24	19	18	22	93	44	24	28	30	22	18	30	155	61	9	5	4	5	9	84	120	28	9	8	9	5	10	60	14	13	13	13	15	14	13	12	60	16	9	13	22	22	23	28	144	32	5	2	3	4	8	48	61	23	11	8	5	2	3	19	3	3	3	3	4	7	8	4	6	3	2	2	2	3	5	5	12	4	1	0	0	0	1	6	6	4	3	2	1	1	1	4
19	25	24	30	33	16	8	9	78	77	26	12	9	5	7	23	66	93	41	8	3	4	7	20	24	59	41	14	12	13	9	10	28	15	18	37	49	28	12	11	115	40	10	8	10	10	19	64	52	62	38	20	30	36	25	28	27	82	65	18	10	9	7	8	27	9	11	27	49	41	19	16	121	51	7	6	9	10	13	47	53	23	12	20	40	51	40	29	23	27	18	11	17	37	44	29	21	9	8	16	33	31	22	21	93	23	5	4	6	10	23	69	53	17	10	9	13	24	40	48	13	8	9	13	20	31	41	25
19	14	14	20	14	7	8	13	66	36	13	10	8	5	7	25	109	42	6	4	3	5	9	48	36	12	9	24	26	16	14	25	25	19	15	19	14	9	9	14	83	49	22	18	13	8	6	19	134	72	12	10	4	2	4	32	40	18	25	78	46	12	7	12	22	20	15	16	14	11	11	13	90	23	11	13	12	10	14	52	128	39	24	44	12	2	4	57	21	16	45	124	54	4	2	6	19	11	7	10	12	12	16	19	66	22	11	9	6	8	15	48	57	27	37	68	28	7	5	26	11	11	34	94	43	8	6	10
